"country","incomeperperson","alcconsumption","armedforcesrate","breastcancerper100th","co2emissions","femaleemployrate","hivrate","internetuserate","lifeexpectancy","oilperperson","polityscore","relectricperperson","suicideper100th","employrate","urbanrate"
"Samoa",1784.07128376035,4.51,NA,34.2,4352333.33333334,NA,NA,6.96503804347826,72.444,NA,NA,NA,5.54232358932495,NA,23
"San Marino",31993.2006943997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08767080307007,NA,94.22
"Sao Tome and Principe",NA,8.45,NA,NA,2335666.66666667,NA,NA,18.7951136363636,64.666,NA,NA,NA,10.4931497573853,NA,60.56
"Saudi Arabia",9425.32586978275,0.34,2.6182964,24.7,7861553333.33333,17.7000007629395,NA,41.0001284610901,73.911,4.57226780767154,-10,3433.93244949286,6.40153789520264,51.2000007629394,82.42
"Senegal",561.70858483041,0.51,0.3622613,18.4,127108666.666667,56.9000015258789,0.9,15.9996499919575,59.318,NA,7,55.7947435350112,6.81143856048584,65.5999984741211,42.38
"Serbia",1194.71143337515,12.21,NA,NA,NA,NA,0.1,43.0550670552736,74.522,NA,8,1387.9785208178,13.71634,NA,52.04
"Serbia and Montenegro",NA,NA,NA,58.4,NA,41.0999984741211,NA,NA,NA,NA,NA,NA,14.4696483612061,48.7000007629394,NA
"Seychelles",8614.12021915499,12.11,NA,NA,9155666.66666667,NA,NA,40.7728505747126,NA,NA,NA,NA,9.50792789459228,NA,54.34
"Sierra Leone",268.331790297681,9.48,0.5235483,28.1,29758666.6666667,63.4000015258789,1.6,NA,47.794,NA,7,NA,11.9804973602295,63.7999992370606,37.76
"Singapore",32535.8325120712,1.54,6.3949358,48.7,1548044666.66667,51.2999992370606,0.1,71.131707307465,81.126,12.2286449914262,-2,1464.83728128777,9.127511,62.4000015258789,100
"Slovak Republic",8445.5266887449,13.31,0.628578,48,590674333.333333,45.2999992370606,0.06,79.8897773443831,75.446,0.677392784741599,10,830.701647008188,10.64574,53.4000015258789,56.56
"Slovenia",12729.4543999442,14.94,1.1602817,58.9,214368000,49.4000015258789,0.06,69.3399707174231,79.341,NA,10,1585.17473879458,19.42261,55.9000015258789,48.6
"Solomon Islands",1144.10219337041,1.37,NA,29.8,5210333.33333334,51.2999992370606,NA,5.00137546468402,67.852,NA,8,NA,4.4847526550293,65,17.96
"Somalia",NA,0.5,NA,19.5,16379000,50.7000007629394,0.7,NA,51.219,NA,0,NA,29.864164352417,66,36.52
"South Africa",3745.64985213146,10.16,0.3318626,35,14609848000,34.2999992370606,17.8,12.3348932627873,52.797,0.50465945290886,9,920.137599784772,15.7145709991455,41.0999984741211,60.74
"Spain",15461.7583724074,11.83,0.9795374,50.9,10822529666.6667,41.7000007629394,0.4,65.808553671507,81.404,1.61685912245698,10,1779.5035100472,5.888479,52.5,77.12
"Sri Lanka",1295.74268608629,0.81,2.569643,23.6,253854333.333333,39.2000007629394,0.06,11.9999706615532,74.941,NA,6,161.09346853593,28.1040458679199,55.0999984741211,15.1
"Sudan",523.950151490192,2.56,0.969499,22.5,225019666.666667,27.8999996185303,1.1,NA,61.452,NA,-4,50.8921013827174,9.70955562591553,47.2999992370606,43.44
"Suriname",2668.02051890396,6.56,1.0584191,30,86317000,30.3999996185303,1,31.5680976,70.563,NA,NA,NA,20.7474308013916,44.7000007629394,74.92
"Swaziland",1810.23053262504,5.05,NA,12.3,22704000,47.0999984741211,25.9,9.00773590909091,48.718,NA,-9,NA,12.8722219467163,50.9000015258789,24.94
"Sweden",32292.4829838735,9.5,0.3520917,87.8,4286590000,56.7000007629394,0.1,90.0161900191939,81.439,1.54589380221323,10,4304.51440175762,11.11583,60.7000007629394,84.54
"Switzerland",37662.751249706,11.41,0.52422,81.7,2406741333.33333,57,0.4,82.166659877332,82.338,1.48741218722918,10,2361.03333632306,13.23981,64.3000030517578,73.48
"Syria",1525.78011590162,1.49,5.9558471,44.8,1436893333.33333,16.7000007629395,NA,20.6631556805399,75.85,NA,-7,815.03109088878,0.52352756261826,44.7999992370606,54.22
"Taiwan",NA,NA,NA,NA,5248815000,47.0999984741211,NA,NA,NA,2.00651465798046,10,1831.7318482588,NA,54.5,NA
"Tajikistan",279.180452556006,3.39,0.6048733,13.2,104170000,50.0999984741211,0.2,11.5493905146097,67.529,NA,-3,405.775385404175,2.64898085594177,54.5999984741211,26.46
"Tanzania",456.385711651118,7.86,0.1347296,21.1,100782000,76.0999984741211,5.6,11.0000554403336,58.199,NA,-1,38.6345029820674,12.4111814498901,78.1999969482422,25.52
"Thailand",2712.51719873012,7.08,1.0936515,16.6,4200940333.33333,65,1.3,21.2000717687567,74.126,0.726249675321547,4,439.589731761561,9.84745979309082,72,33.32
"Timor-Leste",369.572953736655,0.74,0.2342862,NA,850666.666666667,54.7000007629394,NA,0.210066325622776,62.475,NA,7,NA,9.6331148147583,67.3000030517578,27.3
"Togo",285.224449254519,1.92,0.3400308,28.1,32233666.6666667,48.4000015258789,3.2,5.3798197146649,57.062,NA,-4,66.2385219315022,6.3698878288269,63.9000015258789,42
"Tonga",2025.28266492268,3.92,NA,NA,2907666.66666667,NA,NA,12.0066923076923,72.317,NA,NA,NA,4.52785158157349,NA,24.78
"Trinidad and Tobago",10480.8172032185,6.16,0.581165,51.1,NA,50.5,1.5,48.5168176733781,70.124,NA,10,2261.3167125914,14.5471668243408,61.5,13.22
"Tunisia",3164.9276932512,1.05,1.266624,19.6,525891666.666667,21.3999996185303,0.06,36.5625529623661,74.515,NA,-4,325.839560846163,3.1468141078949,41.5999984741211,66.5
"Turkey",5348.59719186494,3.02,2.3794147,22,5675629666.66667,21.8999996185303,0.06,39.8201778851441,73.979,0.394489110829104,7,550.696610302057,3.56332468986511,42.7999992370606,68.68
"Turkmenistan",2062.1251523574,5,0.9314175,17.9,531303666.666667,53.9000015258789,NA,2.19999781832606,64.986,1.11067147032078,-9,351.166594069621,12.2167692184448,58.5,48.62
"Tuvalu",1714.94288994653,2.14,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,7.93481159210205,NA,NA
"Uganda",377.421113256942,16.4,0.3445177,18.3,49793333.3333333,80,6.5,12.5002554302298,54.116,NA,-1,NA,12.2891216278076,83.1999969482422,12.98
"Ukraine",1036.830724903,17.47,0.9311688,39.9,5584766000,49.4000015258789,1.1,44.5853546903272,68.494,0.255234906436274,7,673.584860977538,18.95457,54.4000015258789,67.98
"United Arab Emirates",21087.3941247583,0.52,1.8124763,24.1,2315698000,37.2999992370606,NA,77.9967811501598,76.546,4.29996445540218,-8,11154.7550328078,1.39295065402985,75.1999969482422,77.88
"United Kingdom",28033.4892827622,13.24,0.5080181,87.2,72524250333.3333,53.0999984741211,0.2,84.7317047499679,80.17,1.18802809420466,10,1933.94561510918,6.014659,59.2999992370606,89.94
"United States",37491.1795229012,9.7,0.9723782,101.1,334220872333.333,56,0.6,74.2475720044351,78.531,2.73854368267782,10,4542.84869496729,9.927033,62.2999992370606,81.7
"Uruguay",9106.32723421876,8.99,1.5793413,83.1,275744333.333333,46,0.5,47.8674686327078,77.005,NA,10,823.823197539603,14.53727,57.5,92.3
"Uzbekistan",952.827260827539,3.61,0.7096295,17.3,1718339333.33333,52.5999984741211,0.1,19.4450205469746,68.287,0.182184525086117,-9,261.433953200106,5.21372,57.5,36.82
"Vanuatu",1543.95645667048,0.96,NA,24,2977333.33333333,NA,NA,7.98836666666667,71.017,NA,NA,NA,4.98342180252075,NA,24.76
"Venezuela",5528.36311387522,7.6,0.9040245,34.3,5418886000,45.7999992370606,NA,35.8504369560241,74.402,1.21463677339747,-3,969.004338760415,4.11962,59.9000015258789,93.32
"Vietnam",722.807558834445,3.91,1.0853671,16.2,1425435000,67.5999984741211,0.4,27.8518215557703,75.181,NA,-7,302.725654656034,11.6533222198486,71,27.84
"West Bank and Gaza",NA,NA,5.9360854,NA,14241333.3333333,11.3000001907349,NA,36.4227717919075,72.832,NA,NA,NA,NA,32,71.9
"Yemen, Rep.",610.3573673206,0.2,2.3162346,35.1,234864666.666667,20.2999992370605,NA,12.3497504635596,65.493,NA,-2,130.05783139719,6.26578903198242,39,30.64
"Zambia",432.226336974583,3.56,0.3413352,13,132025666.666667,53.5,13.5,10.124986462443,49.025,NA,7,168.623030511023,12.0190362930298,61,35.42
"Zimbabwe",320.771889948584,4.96,1.0327854,19,590219666.666666,58.0999984741211,14.3,11.5004153209768,51.384,NA,1,297.883200408304,13.9052667617798,66.8000030517578,37.34
